id,name,type,attribute,level,atk,def,img_url
8200556,Myutant ST-46,Psychic,WATER,3.0,500.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8200556.jpg
8201910,Star Boy,Aqua,WATER,2.0,550.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/8201910.jpg
8226374,Gimmick Puppet Humpty Dumpty,Machine,DARK,4.0,0.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/8226374.jpg
8233522,Ally of Justice Cycle Reader,Machine,DARK,3.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/8233522.jpg
8240199,Sage with Eyes of Blue,Spellcaster,LIGHT,1.0,0.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/8240199.jpg
8284390,Speedroid Rubberband Plane,Machine,WIND,5.0,1800.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8284390.jpg
8315896,"Candelato, the Beast of Light",Beast,LIGHT,12.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8315896.jpg
8316661,Fabled Miztoji,Fiend,LIGHT,2.0,400.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/8316661.jpg
8353769,Air Eater,Fiend,WIND,6.0,2100.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/8353769.jpg
8372133,Red Familiar,Fiend,DARK,4.0,1600.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8372133.jpg
8379983,Lunalight Gold Leo,Beast-Warrior,DARK,4.0,600.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/8379983.jpg
8384771,Performapal Gumgumouton,Beast,EARTH,5.0,900.0,2400.0,https://images.ygoprodeck.com/images/cards_cropped/8384771.jpg
8396952,Arcana Force I - The Magician,Fairy,LIGHT,4.0,1100.0,1100.0,https://images.ygoprodeck.com/images/cards_cropped/8396952.jpg
8400623,Evil Dragon Ananta,Reptile,DARK,8.0,-1.0,-1.0,https://images.ygoprodeck.com/images/cards_cropped/8400623.jpg
8445808,Maiden in Love,Spellcaster,LIGHT,2.0,400.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/8445808.jpg
8454126,Conductor of Nephthys,Spellcaster,WIND,2.0,2000.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8454126.jpg
8471389,Giga-Tech Wolf,Machine,FIRE,4.0,1200.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/8471389.jpg
8483333,Mosaic Manticore,Beast,EARTH,8.0,2800.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/8483333.jpg
8487449,Jester Confit,Spellcaster,DARK,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8487449.jpg
8495780,Deep Sea Artisan,Sea Serpent,WATER,1.0,0.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/8495780.jpg
8508055,Chu-Ske the Mouse Fighter,Beast,EARTH,3.0,1200.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8508055.jpg
8512558,Utopic Onomatopoeia,Warrior,LIGHT,4.0,1500.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/8512558.jpg
8540055,Xenovader△ of Blue Tuonela,Psychic,WATER,3.0,300.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/8540055.jpg
8567955,Balancer Lord,Cyberse,LIGHT,4.0,1700.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/8567955.jpg
8571567,Blackwing - Shamal the Sandstorm,Winged Beast,DARK,4.0,1600.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8571567.jpg
8576764,Gluttonous Reptolphin Greethys,Fish,WATER,3.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/8576764.jpg
8581705,Infernalqueen Archfiend,Fiend,FIRE,4.0,900.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/8581705.jpg
8594079,Jurrac Brachis,Dinosaur,FIRE,3.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/8594079.jpg
8633261,Ice Ryzeal,Pyro,LIGHT,4.0,1700.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/8633261.jpg
8634636,Dark Cat with White Tail,Beast,EARTH,2.0,800.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/8634636.jpg
8649148,Deep Sweeper,Fish,WATER,4.0,1600.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/8649148.jpg
8662794,Codebreaker Zero Day,Warrior,DARK,4.0,1800.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8662794.jpg
8687195,Dreamsprite,Plant,LIGHT,2.0,300.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/8687195.jpg
8696773,Hazy Flame Hydra,Dinosaur,FIRE,6.0,2300.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/8696773.jpg
8700633,Undaunted Bumpkin Beast,Beast,FIRE,2.0,900.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/8700633.jpg
8706701,Red Mirror,Fiend,FIRE,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8706701.jpg
8715625,Bokoichi the Freightening Car,Machine,DARK,2.0,500.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/8715625.jpg
8736823,Virtual World Hime - Nyannyan,Psychic,WIND,3.0,1500.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/8736823.jpg
8783685,Hourglass of Life,Fairy,LIGHT,2.0,700.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/8783685.jpg
8785161,Raidraptor - Wild Vulture,Winged Beast,DARK,6.0,1600.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/8785161.jpg
8794435,Maju Garzett,Fiend,DARK,7.0,-1.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8794435.jpg
8805651,Megalith Phuloch,Rock,EARTH,4.0,2000.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/8805651.jpg
8806072,Combo Fighter,Warrior,WIND,4.0,1600.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/8806072.jpg
8814959,Evilswarm Mandragora,Plant,DARK,4.0,1550.0,1450.0,https://images.ygoprodeck.com/images/cards_cropped/8814959.jpg
8820526,Performapal Clay Breaker,Warrior,EARTH,6.0,2000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/8820526.jpg
8822710,Ally of Justice Cosmic Gateway,Machine,DARK,8.0,2400.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/8822710.jpg
8836329,Raging Storm Dragon - Beaufort IX,Dragon,WIND,9.0,2800.0,2800.0,https://images.ygoprodeck.com/images/cards_cropped/8836329.jpg
8873112,Artifact Chakram,Fairy,LIGHT,5.0,1900.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/8873112.jpg
8875971,Star Seraph Scout,Fairy,LIGHT,4.0,1200.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/8875971.jpg
8903700,Djinn Releaser of Rituals,Fiend,DARK,3.0,1200.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/8903700.jpg
8910240,Rose Papillon,Insect,WIND,3.0,1400.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/8910240.jpg
8910971,Lord Gaia the Fierce Knight,Warrior,EARTH,7.0,2300.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/8910971.jpg
8915275,Evil Box,Fiend,DARK,6.0,2300.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/8915275.jpg
8944575,The Drdek,Fiend,DARK,3.0,700.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/8944575.jpg
8967776,"Sephylon, the Ultimate Timelord",Fairy,LIGHT,10.0,4000.0,4000.0,https://images.ygoprodeck.com/images/cards_cropped/8967776.jpg
8972398,Omni Dragon Brotaur,Dragon,DARK,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/8972398.jpg
8978197,The King of D.,Spellcaster,DARK,4.0,1200.0,1100.0,https://images.ygoprodeck.com/images/cards_cropped/8978197.jpg
9000988,Performapal Coin Dragon,Dragon,WATER,4.0,1700.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/9000988.jpg
9024367,Galaxy Dragon,Dragon,LIGHT,4.0,2000.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/9024367.jpg
9028399,Cataclysmic Crusted Calcifida,Fairy,EARTH,8.0,2600.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/9028399.jpg
9047460,Blackwing - Steam the Cloak,Winged Beast,DARK,3.0,800.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/9047460.jpg
9056100,General Grunard of the Ice Barrier,Warrior,WATER,8.0,2800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/9056100.jpg
9069157,Dragonroid,Machine,WIND,8.0,2900.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/9069157.jpg
9076207,Armed Ninja,Warrior,EARTH,1.0,300.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/9076207.jpg
9091064,Vanquish Soul Jiaolong,Wyrm,FIRE,5.0,2400.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/9091064.jpg
9097866,Cross Debug,Cyberse,DARK,2.0,900.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/9097866.jpg
9106362,Performapal Gongato,Beast,EARTH,1.0,100.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/9106362.jpg
9107531,Electro Blaster,Machine,FIRE,4.0,1800.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/9107531.jpg
9109991,Blackwing - Fane the Steel Chain,Winged Beast,DARK,2.0,500.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/9109991.jpg
9126351,Swap Frog,Aqua,WATER,2.0,1000.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/9126351.jpg
9156135,Apprentice Magician,Spellcaster,DARK,2.0,400.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/9156135.jpg
9159938,Dark Gray,Beast,EARTH,3.0,800.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/9159938.jpg
9190563,RAM Clouder,Cyberse,LIGHT,4.0,1800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/9190563.jpg
9197735,Dragon Statue,Warrior,EARTH,3.0,1100.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/9197735.jpg
9213491,Serene Psychic Girl,Psychic,EARTH,2.0,500.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/9213491.jpg
9238125,Vernusylph of the Thawing Mountains,Fairy,EARTH,3.0,1100.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/9238125.jpg
9260791,Galaxy-Eyes Cloudragon,Dragon,LIGHT,1.0,300.0,250.0,https://images.ygoprodeck.com/images/cards_cropped/9260791.jpg
9264485,Horus' Servant,Beast-Warrior,FIRE,1.0,100.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/9264485.jpg
9275482,UFOLight,Illusion,FIRE,8.0,1500.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/9275482.jpg
9284723,Venom Boa,Reptile,EARTH,5.0,1600.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/9284723.jpg
9327502,Elemental HERO Voltic,Thunder,LIGHT,4.0,1000.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/9327502.jpg
9342162,"Cagna, Malebranche of the Burning Abyss",Fiend,DARK,3.0,1500.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/9342162.jpg
9350312,Vernusylph of the Flourishing Hills,Fairy,EARTH,4.0,200.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/9350312.jpg
9365703,Speed Warrior,Warrior,WIND,2.0,900.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/9365703.jpg
9391354,Gravi-Crush Dragon,Dragon,DARK,6.0,2400.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/9391354.jpg
9396662,Mirror Mage of the Ice Barrier,Aqua,WATER,2.0,1000.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/9396662.jpg
9400127,"Flogos, the Ogdoadic Boundless",Reptile,LIGHT,4.0,1800.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/9400127.jpg
9402966,Superheavy Samurai Battleball,Machine,DARK,2.0,100.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/9402966.jpg
9411399,Destiny HERO - Malicious,Warrior,DARK,6.0,800.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/9411399.jpg
9416697,"Eanoc, Sentry of the Ghoti",Fish,WATER,6.0,2100.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/9416697.jpg
9418365,Bujin Hirume,Beast-Warrior,LIGHT,4.0,2000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/9418365.jpg
9418534,Jinzo - Returner,Machine,DARK,3.0,600.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/9418534.jpg
9430387,LaLa Li-oon,Thunder,WIND,2.0,600.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/9430387.jpg
9433350,Malefic Blue-Eyes White Dragon,Dragon,DARK,8.0,3000.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/9433350.jpg
9482987,"Endymion, the Magistus of Mastery",Spellcaster,WATER,4.0,1300.0,1700.0,https://images.ygoprodeck.com/images/cards_cropped/9482987.jpg
9485511,U.A. Goalkeeper,Warrior,EARTH,6.0,1000.0,2800.0,https://images.ygoprodeck.com/images/cards_cropped/9485511.jpg
9491461,Gagaga Ganbara Knight,Warrior,LIGHT,4.0,0.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/9491461.jpg
9505425,"Crowley, the Magistus of Grimoires",Spellcaster,DARK,4.0,1800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/9505425.jpg
9523599,Stack Reviver,Cyberse,DARK,2.0,100.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/9523599.jpg
9540040,Boulder Tortoise,Aqua,WATER,6.0,1450.0,2200.0,https://images.ygoprodeck.com/images/cards_cropped/9540040.jpg
9560338,Reaper of Prophecy,Spellcaster,DARK,6.0,2000.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/9560338.jpg
9583383,Gagaga Caesar,Warrior,EARTH,3.0,1800.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/9583383.jpg
9596126,Chaos Sorcerer,Spellcaster,DARK,6.0,2300.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/9596126.jpg
9603356,Shadowknight Archfiend,Fiend,WIND,4.0,2000.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/9603356.jpg
9627299,Ichiki Sayori-Hime,Fairy,LIGHT,4.0,800.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/9627299.jpg
9627468,Humongous Hive Hegemon - Zexstagger,Insect,WIND,8.0,1500.0,2600.0,https://images.ygoprodeck.com/images/cards_cropped/9627468.jpg
9628664,"Iris, the Earth Mother",Fairy,LIGHT,6.0,2400.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/9628664.jpg
9633505,Guardian Kay'est,Sea Serpent,WATER,4.0,1000.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/9633505.jpg
9637706,Des Wombat,Beast,EARTH,3.0,1600.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/9637706.jpg
9666558,Golem Dragon,Dragon,EARTH,4.0,200.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/9666558.jpg
9674034,Snake-Eye Ash,Pyro,FIRE,1.0,800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/9674034.jpg
9718968,Photon Slasher,Warrior,LIGHT,5.0,2100.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/9718968.jpg
9742784,Jet Synchron,Machine,FIRE,1.0,500.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/9742784.jpg
9748752,Caius the Shadow Monarch,Fiend,DARK,6.0,2400.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/9748752.jpg
9791914,Silver Sentinel,Warrior,EARTH,4.0,1500.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/9791914.jpg
9794980,Knightmare Incarnation Idlee,Fairy,DARK,9.0,2100.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/9794980.jpg
9798352,"Prufinesse, the Tactical Trapper",Fiend,DARK,4.0,1800.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/9798352.jpg
9817927,Gyaku-Gire Panda,Beast,EARTH,3.0,800.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/9817927.jpg
9822220,Lord of the Heavenly Prison,Rock,DARK,10.0,3000.0,3000.0,https://images.ygoprodeck.com/images/cards_cropped/9822220.jpg
9837195,"Musto, Oracle of Gusto",Psychic,WIND,4.0,1800.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/9837195.jpg
9848939,Woodland Archer,Beast-Warrior,EARTH,3.0,1400.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/9848939.jpg
9861795,Mogmole,Beast,EARTH,2.0,800.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/9861795.jpg
9897998,Gusto Codor,Winged Beast,WIND,3.0,1000.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/9897998.jpg
9929398,Blackwing - Gofu the Vague Shadow,Winged Beast,DARK,5.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/9929398.jpg
9978697,X-Saber Pellina,Beast-Warrior,EARTH,4.0,1700.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/9978697.jpg
10000000,Obelisk the Tormentor,Divine-Beast,DIVINE,10.0,4000.0,4000.0,https://images.ygoprodeck.com/images/cards_cropped/10000000.jpg
10000010,The Winged Dragon of Ra,Divine-Beast,DIVINE,10.0,-1.0,-1.0,https://images.ygoprodeck.com/images/cards_cropped/10000010.jpg
10000020,Slifer the Sky Dragon,Divine-Beast,DIVINE,10.0,-1.0,-1.0,https://images.ygoprodeck.com/images/cards_cropped/10000020.jpg
10000040,Holactie the Creator of Light,Creator God,DIVINE,12.0,-1.0,-1.0,https://images.ygoprodeck.com/images/cards_cropped/10000040.jpg
10000080,The Winged Dragon of Ra - Sphere Mode,Divine-Beast,DIVINE,10.0,-1.0,-1.0,https://images.ygoprodeck.com/images/cards_cropped/10000080.jpg
10000090,The Winged Dragon of Ra - Immortal Phoenix,Divine-Beast,DIVINE,10.0,4000.0,4000.0,https://images.ygoprodeck.com/images/cards_cropped/10000090.jpg
10007434,Zenet Prophet - Amenhotep,Zombie,LIGHT,4.0,0.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/10007434.jpg
10024317,Parametalfoes Melcaster,Psychic,FIRE,7.0,2000.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/10024317.jpg
10026986,Worm King,Reptile,LIGHT,8.0,2700.0,1100.0,https://images.ygoprodeck.com/images/cards_cropped/10026986.jpg
10028593,Reborn Tengu,Beast-Warrior,WIND,4.0,1700.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/10028593.jpg
10032958,Divine Dragon - Excelion,Dragon,LIGHT,5.0,1500.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/10032958.jpg
10060427,Koa'ki Meiru Rooklord,Warrior,EARTH,7.0,2800.0,2200.0,https://images.ygoprodeck.com/images/cards_cropped/10060427.jpg
10071151,"Lyla, Twilightsworn Enchantress",Spellcaster,DARK,4.0,1700.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/10071151.jpg
10071456,Protector of the Throne,Warrior,EARTH,4.0,800.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/10071456.jpg
10097168,Tiger Dragon,Dragon,EARTH,6.0,2400.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/10097168.jpg
10110717,Mecha Bunny,Machine,EARTH,2.0,800.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/10110717.jpg
10113611,Wattuna,Thunder,LIGHT,4.0,800.0,700.0,https://images.ygoprodeck.com/images/cards_cropped/10113611.jpg
10117149,Deskbot 005,Machine,EARTH,5.0,500.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/10117149.jpg
10132124,Wingtortoise,Aqua,WIND,3.0,1500.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/10132124.jpg
10158145,Knightmare Corruptor Iblee,Cyberse,DARK,2.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/10158145.jpg
10163855,Shell Knight,Rock,EARTH,4.0,0.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/10163855.jpg
10178757,R-Genex Oracle,Spellcaster,DARK,1.0,300.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/10178757.jpg
10182251,Lyrilusc - Beryl Canary,Winged Beast,WIND,1.0,0.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/10182251.jpg
10189126,Masked Sorcerer,Spellcaster,DARK,4.0,900.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/10189126.jpg
10194329,Raidraptor - Avenge Vulture,Winged Beast,DARK,4.0,1700.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/10194329.jpg
10202894,Skull Red Bird,Winged Beast,WIND,4.0,1550.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/10202894.jpg
10209545,Decayed Commander,Zombie,EARTH,4.0,1000.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/10209545.jpg
10236520,Goe Goe the Gallant Ninja,Warrior,WIND,4.0,1500.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/10236520.jpg
10239627,Magical Abductor,Spellcaster,EARTH,4.0,1700.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/10239627.jpg
10262698,The Statue of Easter Island,Rock,EARTH,4.0,1100.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/10262698.jpg
10266279,Junoldo the Shadespirit Power Patron,Fiend,DARK,10.0,300.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/10266279.jpg
10286023,Adamancipator Crystal - Dragite,Rock,WATER,4.0,0.0,2200.0,https://images.ygoprodeck.com/images/cards_cropped/10286023.jpg
10315429,Yaiba Robo,Machine,DARK,4.0,1000.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/10315429.jpg
10321588,Sunlight Unicorn,Beast,LIGHT,4.0,1800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/10321588.jpg
10333641,Superheavy Samurai Stealthy,Machine,EARTH,1.0,200.0,700.0,https://images.ygoprodeck.com/images/cards_cropped/10333641.jpg
10375182,Command Knight,Warrior,FIRE,4.0,1200.0,1900.0,https://images.ygoprodeck.com/images/cards_cropped/10375182.jpg
10389794,Doom Donuts,Fiend,DARK,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/10389794.jpg
10426067,Darklord Djehuty,Fairy,DARK,4.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/10426067.jpg
10441498,"Vennu, Bright Bird of Divinity",Fairy,LIGHT,8.0,2800.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/10441498.jpg
10449150,Shuttleroid,Machine,WIND,4.0,1000.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/10449150.jpg
10456559,T.A.D.P.O.L.E.,Aqua,WATER,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/10456559.jpg
10474647,Depresspard,Beast,LIGHT,2.0,100.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/10474647.jpg
10476868,Barrel Rock,Rock,EARTH,4.0,1000.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/10476868.jpg
10485110,Ocean Dragon Lord - Neo-Daedalus,Sea Serpent,WATER,8.0,2900.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/10485110.jpg
10497636,War Rock Meteoragon,Warrior,EARTH,7.0,2600.0,2600.0,https://images.ygoprodeck.com/images/cards_cropped/10497636.jpg
10505300,Slower Swallow,Winged Beast,WIND,1.0,100.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/10505300.jpg
10509340,Ancient Gear Beast,Machine,EARTH,6.0,2000.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/10509340.jpg
10530913,Sylvan Sagequoia,Plant,WIND,7.0,2600.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/10530913.jpg
10532969,Hyper-Ancient Shark Megalodon,Fish,WATER,8.0,2900.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/10532969.jpg
10538007,Leogun,Beast,EARTH,5.0,1750.0,1550.0,https://images.ygoprodeck.com/images/cards_cropped/10538007.jpg
10560119,Fishborg Doctor,Fish,WATER,4.0,400.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/10560119.jpg
10591919,Morphtronic Scopen,Machine,LIGHT,3.0,800.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/10591919.jpg
10598400,Zarigun,Aqua,WATER,2.0,600.0,700.0,https://images.ygoprodeck.com/images/cards_cropped/10598400.jpg
10604644,"Therion ""King"" Regulus",Machine,EARTH,8.0,2800.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/10604644.jpg
10611873,Raise Moon Lamp Croucier,Dragon,FIRE,7.0,2800.0,700.0,https://images.ygoprodeck.com/images/cards_cropped/10611873.jpg
10642488,Vic Viper T301,Machine,LIGHT,4.0,1200.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/10642488.jpg
10673071,"Virakam, the Divine Spirit of Artifice",Illusion,LIGHT,3.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/10673071.jpg
10698416,Krawler Ranvier,Insect,EARTH,2.0,1100.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/10698416.jpg
10705656,Widget Kid,Cyberse,EARTH,3.0,1500.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/10705656.jpg
10712320,Vylon Stigma,Fairy,LIGHT,4.0,1600.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/10712320.jpg
10731333,Performapal Odd-Eyes Minitaurus,Beast-Warrior,DARK,4.0,1200.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/10731333.jpg
10736540,Lady of the Lake,Aqua,LIGHT,1.0,200.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/10736540.jpg
10753491,Sylvan Cherubsprout,Plant,LIGHT,1.0,100.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/10753491.jpg
10755153,Guardian Ceal,Pyro,FIRE,4.0,1700.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/10755153.jpg
10774240,"Skull Guardian, Protector of the Voiceless Voice",Warrior,LIGHT,7.0,2050.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/10774240.jpg
10789972,Cu Chulainn the Awakened,Warrior,LIGHT,4.0,500.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/10789972.jpg
10802915,Tour Guide From the Underworld,Fiend,DARK,3.0,1000.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/10802915.jpg
10804018,"Saffira, Divine Dragon of the Voiceless Voice",Dragon,LIGHT,7.0,2550.0,2450.0,https://images.ygoprodeck.com/images/cards_cropped/10804018.jpg
10807219,Newbee!,Insect,LIGHT,2.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/10807219.jpg
10808715,Masked HERO Dusk Crow,Warrior,DARK,4.0,1200.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/10808715.jpg
10809984,Great Phantom Thief,Spellcaster,EARTH,3.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/10809984.jpg
10851853,Flowerdino,Dinosaur,EARTH,4.0,2000.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/10851853.jpg
10852583,Yajiro Invader,Reptile,DARK,5.0,2200.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/10852583.jpg
10859908,Holograh,Machine,EARTH,3.0,1100.0,700.0,https://images.ygoprodeck.com/images/cards_cropped/10859908.jpg
